,sentiment scheme1,sentiment scheme2,cleaned_text
1738,1,2,exclusive accessory user necklace by charlotte bismuth cuff by f
1739,1,1,want to work at we be hire in hong kong click for detail actuarial job job career arc
1740,1,2,finally repeat 😲 straight into a case and a screen protector immediately after the
1741,1,1,when your user make you look fierce for your last night in hong kong have you
1742,1,1,time temp c hum percent c bar rain today date
1743,1,1,pattern 🏙 world wide house
1744,1,1,i be at s in hung hom
1745,1,1,video foreign sec boris say hong kong s agreement absolutely valid
1746,1,1,can you recommend anyone for this job manager regulatory compliance accounting hong kong hire career arc
1747,1,1,can you recommend anyone for this job in hong kong account hire career arc
1748,1,1,i be at mark spencer in central
1749,1,2,awesome prop s animal carl vision center by optical
1750,1,1,lunch in american pacific place sad salad
1751,1,0,this be not good wah tiki round four champagne canoe cocktail
1752,1,2,come from jamie s italian hong kong harbour city coffee experience
1753,2,2,s favorite win t on noodle and noodle with shrimp floss at
1754,1,2,you have me at ho ho ho user the cut i ever do see shop
1755,1,1,self painting studio
1756,1,2,when bos become the real bos 😏 💥 💥 💥 💥 red bomb from bos
1757,1,2,back in the hood come visit p kin fine art hong kong
1758,1,1,dinner with the family the user hong kong in west kowloon
1759,1,2,user in star st hong kong be have a huge sale repeat up to percent off repeat end sunday th
1760,1,1,i be at user in kwun tong kowloon
1761,1,2,with the 🍻 tap the ale project
1762,1,2,overcast get a new s user apple store mall
1763,1,1,hong kong quickie over my weekend u your weekend be not my weekend 🔪 mott
1764,1,1,we be hire click to apply premier service manager it hong kong job job career arc
1765,1,1,time temp c hum percent c bar rain today
1766,1,2,bruce lee where be you show yourself ⛪ ⛪ ⛪ cheung sha wan catholic english secondary school cheung sha van catholic secondary
1767,1,1,can build our tomorrow business empire by and
1768,1,1,just post a photo star ferry pier central
1769,1,1,want to work at standard charter bank we be hire in hong kong click for detail it job job career arc
1770,1,1,can you recommend anyone for this job in hong kong legal hire career arc
1771,1,1,na ticket for time slot sell out already here in for date
1772,1,2,hay 💪 ed ed gym training no rest hong kong fitness first
1773,1,2,italian crawl home otto it s be awhile otto in sheung wan
1774,2,2,the rosemary of the production team of drama be successfully complete i be very grateful to everyone who have work hard for this show after the performance and the post show i still keep the music in my mind i have read the response of some of my classmate i hope that the first and second classmate in junior high school should understand that the content of the stage play be very
1775,1,2,repeat the end of the world of coral in sheung van hong kong
1776,1,1,i be at jersey store in hope how come
1777,1,1,i be at kowloon tong station in be
1778,1,1,time temp c hum percent c bar rain today
1779,1,2,ed ed prince s building
1780,1,2,get ta have crispy cheung fan 😋 maximal concept chinese food hong kong food
1781,1,1,can you recommend anyone for this job in hong kong operation hire career arc
1782,1,2,💐 thanks to everyone who come to the hong kong new exhibition say hi buy a
1783,1,2,repeat repeat repeated action 📹 🎥 📽 🎞 garden of star tsim sha tsui hong kong
1784,1,2,our big bang lip sync performance last night part one
1785,1,2,mr li teach us the proper way to look at which be to find out how and why the
1786,1,1,i be at user in central
1787,1,2,learn about the china s great bay region from a hungarian born now base in hong kong
1788,1,1,time temp c hum percent c bar rain today
1789,1,1,user historic building design
1790,1,1,new territory hong kong bounce master class x dance lab
1791,1,1,i be at road road in mid level hong kong
1792,1,2,bear to be a model palace
1793,1,1,battle of the egg tai cheong v which be your pick check out story for a
1794,2,2,i can finally loose it for a while central district hong kong
1795,1,1,user be now trend in hong kong
1796,1,2,so of you guy 💚 a perfect show that night 💚 get ed mark tuan arena
1797,1,1,i be at the chin s in central
1798,1,2,gorgeous lantern display at victoria park capture by user what do you guy get up
1799,1,2,explore the old hong kong rid this hong kong ocean park
1800,1,1,i be at joyous one u u in mong kok w user
1801,1,1,can you recommend anyone for this job in hong kong finance hire career arc
1802,1,1,time temp c hum percent c bar rain today
1803,1,1,drink a too easy by seven brew lee lo mei u e u d u photo
1804,1,2,this little baby turtle make my day enjoy teach my regular class today and tomorrow then
1805,1,2,marquise cut diamond 💎 the football shape cut the boat shape cut the eye shape cut or the
1806,1,1,want to work in hong kong view our late opening business job job hire career arc
1807,1,1,dinner other night at user late post food dinner eat eat food
1808,1,2,lovely crispy shrimp toast pot sticker prawn toast t in lung user 😋 the hong kong repeat
1809,1,2,interested in a job in hong kong this could be a great fit finance hire career arc
1810,1,1,interested in a job in hong kong this could be a great fit customer service hire
1811,1,1,i be at mong kok station in hope how come
1812,1,2,🚃 ocean park hong kong hong kong ocean park
1813,1,1,pie in a jar with a crumbly bottom layer 🍌 🍪 money hami harmony
1814,1,1,greenhouse in causeway bay hong kong
1815,1,1,i be at in hong kong
1816,1,1,time temp c hum percent c bar rain today
1817,1,2,user and my sister be attract by these cute dish at 😜
1818,1,2,another unique look build the as see from the hong kong park hong
1819,2,2,nice coffee here with a bit fruity flavour inside benedict be fine too but i m not a fan
1820,1,1,user f road hong kong
1821,1,2,it s alive repeat by lobster sad te pan kowloon la hong kong
1822,1,1,vegetarian dinner central
1823,1,1,brick of find this red brick house in the middle of the city red brick building
1824,1,2,cut knit reindeer find 💖 🎄 always love handcraft stuff 🤗 tap tap what i wear repeated
1825,1,1,i be at tom n tom coffee in kwun tong hong kong
1826,1,1,time temp c hum percent c bar rain today
1827,1,1,i be at tai wai station in tai wai
1828,1,1,repair my beat x already repeat apple store in central
1829,1,1,time temp c hum percent c bar rain today date
1830,1,2,time to flight travel trip bye airport ba
1831,1,2,uniformity comfort me love what the do to this abandon space
1832,1,1,siu hong station in tuen mun u u u a
1833,1,1,look back the who emigrate before the
1834,1,1,if you be look for work in lei chau hong kong island check out this job hire career arc
1835,1,1,my be there any money on the ground repeat pose 😂 📸 discover hong kong underpass asian
1836,1,1,i just finish run in m s with
1837,1,2,breathe space great contemporary art installation hong kong artist at
1838,1,0,out the studio with today s max for live session u aa u u fe u u u u u sol passion music
1839,1,1,do it feel like we get a typhoon alert all this morning causeway bay
1840,1,2,i be at market place by jason in tsim sha tsui
1841,1,1,this job might be a great fit for you assistant company secretary real estate hong kong hire career arc
1842,1,2,i have so much love for this white truffle vanilla cream fill napoleon repeat pierre gag re
1843,1,1,want to work in hong kong view our late open it job job hire career arc
1844,1,1,see our late hong kong job and click to apply system analyst individual application it hire
1845,1,1,end up with korean cuisine in ed ed ed ed ed ed korean food travel hong kong
1846,1,1,bizarre breakfast deep fry devil luo fuji porridge noodle expert
1847,1,2,throwback to the last sunday when i get to try another flavor of their ice cream peach
1848,1,1,if you be look for work in hong kong check out this job it hire career arc
1849,1,1,i be at victoria park swim pool in causeway bay
1850,1,1,i be at sun chow restaurant restaurant in van chai hong kong
1851,1,1,central waterfront activity space central event space
1852,1,2,late gram pancake but bella even know 😵 grab the food to know the point of the entrance and then return to the li 😐 annie help the bella movie to write a lot of picture repeat
1853,1,1,chun rescue hong kong city hall in central
1854,1,1,i be at bell din room in user
1855,1,2,big elongate dog elongate 😋 😋 big dog big dog
1856,1,1,want to work at standard charter bank we be hire in hong kong click for detail finance job job
1857,2,2,👍 ed ed late post saturday 🏀 basketball highlight
1858,1,2,handmade earring by charlotte user welcome to order by follow shop sad
1859,1,1,time temp c hum percent c bar rain today
